,vendor,platform,firmware,module,guid,contains unstuffed,contains patch,rsm addrs,device,version,release_date
599,Lenovo,Client,lvfs/Lenovo/bc93588123ff7f9c4e9da98c590f3ec9ea4b141a69a9d0e8acc6bfbe89560916-Lenovo-ThinkStation-P520-P520c-SystemFirmware-S03KT47A/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x96b4,0x9ae9,0x9c69",ThinkStation P520/ThinkStation P520c,0x2f,2021-06-29
600,Lenovo,Client,lvfs/Lenovo/705d95348c63637cfefbcb8b100c61744c178e70c83694a1c15ebc5067ed2b1c-Lenovo-ThinkPad-X13YogaGen2-SystemFirmware-0.1.25/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,True,"0x2275,0x10e2,0x1519",ThinkPad X13YogaGen2,0.1.25,2021-07-01
601,Lenovo,Client,lvfs/Lenovo/1749b4683c7bcadceffa9deff5b5557704955a5159feff92ca15e54344e7f456-Lenovo-ThinkStation-P720-SystemFirmware-S04KT54A/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x9908,0x9b7d",ThinkStation P720,0x36,2021-07-01
602,Lenovo,Client,lvfs/Lenovo/bc856dc0454b6745bf9dd473bba759ca056b86d1de906a16537ff132d9b16408-Lenovo-ThinkStation-P920-SystemFirmware-S05KT54A/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x9b7d,0x9908",ThinkStation P920,0x36,2021-07-01
603,Lenovo,Client,lvfs/Lenovo/fbfceb5fd2cba377dcafaf7d6be1d97639c0640310851f1491c0fd84dd2fcc35-R1JET46W/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,True,"0x10e2,0x1519,0x2356",ThinkPad L14 Gen 2 / L15 Gen 2,0.1.46,2021-07-06
604,Lenovo,Client,lvfs/Lenovo/efa52ccc09d5a5eaa2c5e06ee7998cfdc6a9abd5fababf99e80abb5f9614e241-Lenovo-ThinkPad-T460s-SystemFirmware-1.52/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0xae27,0xaab1",ThinkPad T460s,0.1.52,2021-07-14
605,Lenovo,Client,lvfs/Lenovo/963b5b4b42162f5c1686260579e2e941f7141cbb3a53afb9b3464e9175a3f263-Lenovo-ThinkPad-X1Carbon7th-X1Yoga4th-SystemFirmware-1.47/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x13e2,0x201e,0x1084",ThinkPad X1 Carbon 7th / X1 Yoga 4th,0.1.47,2021-07-20
606,Lenovo,Client,lvfs/Lenovo/cd4ba6c240c1ad69372d01db524ba6c2eb8db73ec07bd1f985990c55b7ae5d1d-Lenovo-ThinkPad-X1Carbon7th-X1Yoga4th-SystemFirmware-1.47/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x1084,0x201e,0x13e2",ThinkPad X1 Carbon 7th / X1 Yoga 4th,0.1.47,2021-07-20
607,Lenovo,Client,lvfs/Lenovo/0814fba56037762f9f38e0908d48df8a7c4b2157cdb2a32976b78b0cd639ffff-Lenovo-ThinkPad-X1Carbon9th-X1Yoga6th-SystemFirmware-1.44/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,True,"0x10e2,0x2275,0x1519",ThinkPad X1 Carbon 9th / X1 Yoga 6th,0.1.44,2021-07-20
608,Lenovo,Client,lvfs/Lenovo/cb8f2e8c44783fde26fd579ccea925360469b4b7dac4d2235eda316c63a5ec7a-Lenovo-ThinkPad-X1Carbon7th-X1Yoga4th-SystemFirmware-1.36/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,True,"0x22e0,0x150e,0x10e2",ThinkPad X1 Carbon 7th / X1 Yoga 4th,0.1.36,2021-07-20
609,Lenovo,Client,lvfs/Lenovo/c0edfb5785cbbccde843f7e7eab4aaaee6fcebc6af8a5d78524e3dda268c4fd0-Lenovo-ThinkPad-X1Carbon7th-X1Yoga4th-SystemFirmware-1.36/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,True,"0x150e,0x10e2,0x22e0",ThinkPad X1 Carbon 7th / X1 Yoga 4th,0.1.36,2021-07-20
610,Lenovo,Client,lvfs/Lenovo/b3730cef3130c2eaf6a2fadfce838c171257e3f08da4f0cb4b30db38d5f6210d-Lenovo-ThinkPad-P1Gen4iX1Extreme4i-SystemFirmware-1.08/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,True,"0x2275,0x10e2,0x1519",ThinkPad P1 Gen 4/X1 Extreme Gen 4,0.1.08,2021-07-26
611,Lenovo,Client,lvfs/Lenovo/3b1fecfd38a775951f079a61c69eeec03c07f7a22b8988a320b6312c24336007-Lenovo-ThinkPad-P15P17T15gT15pP15vGen1-SystemFirmware-1.23/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,True,"0x150e,0x22e0,0x10e2",ThinkPad P15 Gen 1/ P17 Gen 1/ P15g Gen 1/ T15p Gen 1/ P15v Gen 1,0.1.23,2021-08-02
612,Lenovo,Client,lvfs/Lenovo/d29d7b62f501b48c319bf69b21b6eb98fa8d0ab9ebc7d32af4322af8545038e5-Lenovo-ThinkPad-L560-SystemFirmware-1.56/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0xa9b1,0xad27",ThinkPad L560,0.1.56,2021-08-04
613,Lenovo,Client,lvfs/Lenovo/9798f3bc29c0ef4f7a40c59e10c635311f9ad928365fc8aa84615e9b6f3c5681-Lenovo-ThinkPad-X395-T495s-SystemFirmware-1.24/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x86fb,0x8a2a",ThinkPad X395 T495s,0.1.30,2021-08-04
614,Lenovo,Client,lvfs/Lenovo/c03eed8a4edb1887eb8277990f5579ac48e290e3a6f675bf2788735039692058-Lenovo-ThinkPad-X1Carbon9th-X1Yoga6th-SystemFirmware-1.45/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,True,"0x10e2,0x1519,0x2275",ThinkPad X1 Carbon 9th / X1 Yoga 6th,0.1.45,2021-08-05
615,Lenovo,Client,lvfs/Lenovo/a5d0063d0ee2080f39ed65270c2097e4c4db6398da6b0008528aec1b9ce0788b-Lenovo-ThinkPad-X1Carbon5th-SystemFirmware-1.51/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x939c,0x85c7,0x88bc",ThinkPad X1 Carbon 5th,0.1.51,2021-08-05
616,Lenovo,Client,lvfs/Lenovo/f09df2a888402e0af61c34c9f76319111de4b63f58d0f464a28e1a15e248e120-Lenovo-ThinkPad-X280-SystemFirmware-1.43/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x945c,0x897c,0x8687",ThinkPad X280,0.1.43,2021-08-05
617,Lenovo,Client,lvfs/Lenovo/a08768ad5e2b95eb65eb7c1ad89f6ea06b7dd5d82c8c44553c29da9fa6c2fac8-Lenovo-ThinkPad-X280-SystemFirmware-1.43/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x945c,0x897c,0x8687",ThinkPad X280,0.1.43,2021-08-05
618,Lenovo,Client,lvfs/Lenovo/10922b98080a8a434b33a1e8db19d41e669ac41c3719a1183ce2618540d32e43-Lenovo-ThinkPad-P53P73-SystemFirmware-1.32-P-BIOS/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x13e2,0x201e,0x1084",ThinkPad P53/P73,0.1.32,2021-08-08
619,Lenovo,Client,lvfs/Lenovo/23eb83f4b346d662023164cfecb89fc129e9af6f47a1c766a854607d29974710-Lenovo-ThinkPad-P53P73-SystemFirmware-1.32-W-BIOS/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x201e,0x1084,0x13e2",ThinkPad P53/P73,0.1.32,2021-08-08
620,Lenovo,Client,lvfs/Lenovo/6c56281671d0532a4e2d7f57e7c3a7a2df4b04e039fc2b4c85f513f2a1b1141e-Lenovo-ThinkPad-X390Yoga-SystemFirmware-0.1.87/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x13e2,0x201e,0x1084",ThinkPad X390 Yoga,0.1.87,2021-08-09
621,Lenovo,Client,lvfs/Lenovo/7a4fedc4eca1cde433c4114942322eb72fc9a593a6bc925d5bcd0837127001c0-Lenovo-ThinkPad-X390Yoga-SystemFirmware-0.1.87/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x13e2,0x201e,0x1084",ThinkPad X390 Yoga,0.1.87,2021-08-09
622,Lenovo,Client,lvfs/Lenovo/6a395aab56aadd02168aaf7ea597be2028ec1400597e33cf708de8876dce5cbe-Lenovo-ThinkPad-L570-SystemFirmware-0.1.52/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x939c,0x88bc,0x85c7",ThinkPad L570,0.1.52,2021-08-09
623,Lenovo,Client,lvfs/Lenovo/4feda62516cda04977be3c8eef20ff509f599d9efacb74ffc0818cc8febdf81b-Lenovo-ThinkPad-X1Yoga3rd-SystemFirmware-0.1.43/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x945c,0x8687,0x897c",ThinkPad X1 Yoga 3rd,0.1.43,2021-08-10
624,Lenovo,Client,lvfs/Lenovo/838ed89422c44217cb1fa1d75c34b3b62f372ca0152e01f931cae454c4ce37b3-Lenovo-ThinkPad-P1Gen3X1Extreme3rd-SystemFirmware-1.18/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,True,"0x150e,0x22e0,0x10e2",ThinkPad P1 Gen 3/X1 Extreme 3rd,0.1.18,2021-08-11
625,Lenovo,Client,lvfs/Lenovo/720ec2bc55278e92b12456ab66317434bd7fd9581df22c686ddae3ba25796a7c-Lenovo-ThinkPad-X13YogaGen2-SystemFirmware-0.1.26/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,True,"0x1519,0x10e2,0x2275",ThinkPad X13YogaGen2,0.1.26,2021-08-11
626,Lenovo,Client,lvfs/Lenovo/23405c20bc9d209b2c0e2723933a3a08584afca532e95330d5ae20efcf91df38-Lenovo-ThinkPad-P51-SystemFirmware-1.56/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x93ec,0x890c,0x8617",ThinkPad P51,0.1.56,2021-08-11
627,Lenovo,Client,lvfs/Lenovo/e78d96b703113fbfd363cc14e41d2c23f5b5a271d6fd0947df914ee301ef3746-Lenovo-ThinkPad-P71-SystemFirmware-1.35/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x93ec,0x890c,0x8617",ThinkPad P71,0.1.35,2021-08-11
628,Lenovo,Client,lvfs/Lenovo/a4958b78899fdfe6ce63be9588f200a132954bde0b31009ff710e42af15ad68a-Lenovo-ThinkPad-X1NanoGen1-SystemFirmware-0.1.45/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,True,"0x2275,0x1519,0x10e2",ThinkPad X1 Nano Gen 1,0.1.45,2021-08-12
629,Lenovo,Client,lvfs/Lenovo/f663ec0816431d2237df08e0eea35f2c5468240581743b967c5f19c2dba8b42e-Lenovo-ThinkStation-P520-P520c-SystemFirmware-S03KT48A/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x9ae9,0x96b4,0x9c69",ThinkStation P520/ThinkStation P520c,0x30,2021-08-12
630,Lenovo,Client,lvfs/Lenovo/d8c8328614aac6805b09b59fa24785f40e1b3f89fcce9c4bbb0b431cb48ba9c8-Lenovo-ThinkPad-T580P52s-SystemFirmware-0.1.29p/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x897c,0x945c,0x8687",ThinkPad T580/P52s,0.1.29,2021-08-13
631,Lenovo,Client,lvfs/Lenovo/104a0cb34ec9dbb0178ee0155e7ce71d20d706b48cf83f43a6c4989c90adadf6-Lenovo-ThinkPad-T580P52s-SystemFirmware-0.1.29/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x8687,0x945c,0x897c",ThinkPad T580/P52s,0.1.29,2021-08-13
632,Lenovo,Client,lvfs/Lenovo/dd54b0fcf08df8743beaa0a39a97cc2ea082eeb07c18c71cd223c8f8d7739d31-Lenovo-ThinkPad-P1Gen2X1Extreme2nd-SystemFirmware-1.40/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x1084,0x201e,0x13e2",ThinkPad P1 Gen 2/X1 Extreme 2nd,0.1.40,2021-08-17
633,Lenovo,Client,lvfs/Lenovo/458fec38a6a1fa8a82ff3ad8fe63478a0787af232cd8a5927ff71ac5acf3302f-Lenovo-ThinkPad-P1Gen2X1Extreme2nd-SystemFirmware-1.40/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x201e,0x13e2,0x1084",ThinkPad P1 Gen 2/X1 Extreme 2nd,0.1.40,2021-08-17
634,Lenovo,Client,lvfs/Lenovo/ae9ea67b5e0a920a84c043c429328d6f218f57f19419440030773e9968eaa29d-Lenovo-ThinkPad-P52P72-SystemFirmware-1.43/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x13e2,0x201e,0x1084",ThinkPad P52/P72,0.1.43,2021-08-18
635,Lenovo,Client,lvfs/Lenovo/0c68ef824fd1231c90e1636e14c1fbc817bf98701158600ada0eec4f1611d8d9-Lenovo-ThinkPad-P70-SystemFirmware-2.38/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0xae27,0xaab1",ThinkPad P70,0.2.38,2021-08-23
636,Lenovo,Client,lvfs/Lenovo/e4c5e8176be06b2b8d2027889ef124627b1c31112a1c46834fa0d8ccd628eace-Lenovo-ThinkPad-P50-SystemFirmware-1.65/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0xaab1,0xae27",ThinkPad P50,0.1.65,2021-08-23
637,Lenovo,Client,lvfs/Lenovo/485f43498874b65a5c15ac4a9ab87bb084f07114a3fce4a16ad7c426e0a48ad8-Lenovo-ThinkPad-P1X1Extreme-SystemFirmware-0.1.37/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x13e2,0x1084,0x201e",ThinkPad P1/X1 Extreme,0.1.37,2021-08-25
638,Lenovo,Client,lvfs/Lenovo/1bd28958e091b41b4ab1b25c72856b9b3d8f0985a5b3c8fc8192e4b51fee147d-Lenovo-ThinkPad-P1Gen4X1Extreme4-SystemFirmware-1.09/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,True,"0x10e2,0x2275,0x1519",ThinkPad P1 Gen 4/X1 Extreme Gen 4,0.1.09,2021-08-26
639,Lenovo,Client,lvfs/Lenovo/d779eb97e0d4b1b79039f047b19336e2dffa8e3ca4b3b343614f0cf5c3f1f55c-Lenovo-ThinkPad-X390CML-SystemFirmware-1.18P/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,True,"0x10e2,0x150e,0x22e0",ThinkPad X390,0.1.18,2021-08-31
640,Lenovo,Client,lvfs/Lenovo/232798b542b5e9d8dd9a4313fb8771a6fcdbb7af411870844725dc2c57ab41b3-Lenovo-ThinkPad-X390CML-SystemFirmware-1.18/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,True,"0x150e,0x10e2,0x22e0",ThinkPad X390,0.1.18,2021-08-31
641,Lenovo,Client,lvfs/Lenovo/39c68010083ca54d303de5cb955fae2551663d133e9191f48bfac569da5791d3-Lenovo-ThinkPad-P15P17T15gGen2-SystemFirmware-1.15/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,True,"0x1519,0x10e2,0x2275",ThinkPad P15 Gen 2i/ P17 Gen 2i/ T15g Gen 2i,0.1.15,2021-08-31
642,Lenovo,Client,lvfs/Lenovo/ea6c535a103e7427d591a657399f4785ebd37d48c77e13e944209d003b1560e5-Lenovo-ThinkPad-X1NanoGen1-SystemFirmware-0.1.46/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,True,"0x10e2,0x1519,0x2275",ThinkPad X1 Nano Gen 1,0.1.46,2021-09-02
643,Lenovo,Client,lvfs/Lenovo/aa3afdc9a3bbd4685eec8ac5ced54d64bc214d1e6b28d1c9a036df9de8eae520-Lenovo-ThinkPad-X1Carbon9th-X1Yoga6th-SystemFirmware-1.47/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,True,"0x2275,0x1519,0x10e2",ThinkPad X1 Carbon 9th / X1 Yoga 6th,0.1.47,2021-09-09
644,Lenovo,Client,lvfs/Lenovo/3e044da28818ca69ef853c1e0ab6ee79166f4ff430a35220cbd39e411b36ae14-R17ET32W/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,True,"0x150e,0x10e2,0x22e0",ThinkPad L14 Gen 1 / L15 Gen 1,0.1.15,2021-09-20
645,Lenovo,Client,lvfs/Lenovo/f1493afa9b0d05376eb78da6b38abe19a33b337e7c48768959d77eacdd0247e3-Lenovo-ThinkStation-P320-SystemFirmware-S06KT59A/S06KT59A.ROM,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x8e1c,0x8339,0x8044",ThinkStation P320,0x3b,2021-09-22
646,Lenovo,Client,lvfs/Lenovo/7caab4adae1a19cbb1ab6b0dec39682515bde06578302eaa4712c70346535c03-Lenovo-ThinkPad-X13YogaGen2-SystemFirmware-0.1.28/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,True,"0x10e2,0x2275,0x1519",ThinkPad X13YogaGen2,0.1.28,2021-09-23
647,Lenovo,Client,lvfs/Lenovo/3b30ac16325d93a25f1abd9b6ebe766643e6bab8443dce7222880ae93c753099-Lenovo-ThinkPad-P1Gen3X1Extreme3rd-SystemFirmware-1.19/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,True,"0x22e0,0x150e,0x10e2",ThinkPad P1 Gen 3/X1 Extreme 3rd,0.1.19,2021-10-06
648,Lenovo,Client,lvfs/Lenovo/0d88098661110f5b391f05e0a7761dccba5278d5562559b5e9ef2b40632b9bb9-Lenovo-ThinkPad-L560-SystemFirmware-1.57/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0xa9b1,0xad27",ThinkPad L560,0.1.57,2021-10-12
649,Lenovo,Client,lvfs/Lenovo/249908407785a86b86a35a8411662150498fdd9edd2367ec0f20030644eaab06-Lenovo-ThinkStation-P520-P520c-SystemFirmware-S03KT49A/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x9c69,0x9ae9,0x96b4",ThinkStation P520/ThinkStation P520c,0x31,2021-10-12
650,Lenovo,Client,lvfs/Lenovo/e0188b31b435a64b0d551e10060b5ca038dc11ce30bd2ff80285ba3dd3075b3a-Lenovo-ThinkPad-P53P73-SystemFirmware-1.34-P-BIOS/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x1084,0x201e,0x13e2",ThinkPad P53/P73,0.1.34,2021-10-13
651,Lenovo,Client,lvfs/Lenovo/4f07a8d717758d7f20bf1bba285eb017b9f622bea1180de980759ade8d9a2a30-Lenovo-ThinkPad-P53P73-SystemFirmware-1.34-W-BIOS/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x201e,0x13e2,0x1084",ThinkPad P53/P73,0.1.34,2021-10-13
652,Lenovo,Client,lvfs/Lenovo/170abf93fe8878890d5e05443e4ace16565dc35e05b72e56df1ebeabb891ae28-Lenovo-ThinkPad-X13YogaGen2-SystemFirmware-0.1.29/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,True,"0x10e2,0x1519,0x2275",ThinkPad X13YogaGen2,0.1.29,2021-10-13
653,Lenovo,Client,lvfs/Lenovo/49649bfe67be6807dc300c6345bd09b51351118f9862e1aa46ffe924ddc84792-Lenovo-ThinkPad-X280-SystemFirmware-P-1.44/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x8687,0x897c,0x945c",ThinkPad X280,0.1.44,2021-10-13
654,Lenovo,Client,lvfs/Lenovo/0b616217b3e4be5e53b4ce15a54e07491738b49037c081be91295c43ff9b0c11-Lenovo-ThinkPad-T460s-SystemFirmware-1.53/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0xae27,0xaab1",ThinkPad T460s,0.1.53,2021-10-13
655,Lenovo,Client,lvfs/Lenovo/c337217c5290c7050619d2424045d7527357aa3f7c24a79c9f9a7676d9432fb2-Lenovo-ThinkPad-X1Carbon5th-SystemFirmware-1.52/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x85c7,0x88bc,0x939c",ThinkPad X1 Carbon 5th,0.1.52,2021-10-13
656,Lenovo,Client,lvfs/Lenovo/5c0d87806ec8f448f7a1bc5dc2a11ff06ef245bca83e857f2246a15cf929c571-Lenovo-ThinkPad-X280-SystemFirmware-W-1.44/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x8687,0x945c,0x897c",ThinkPad X280,0.1.44,2021-10-13
657,Lenovo,Client,lvfs/Lenovo/2ce5154434ffef9bd725f7b1ac10ff8ae60c7160828df56a8c6e287e71aee1b3-Lenovo-ThinkPad-P15P17T15gT15pP15vGen1-SystemFirmware-1.25/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,True,"0x22e0,0x150e,0x10e2",ThinkPad P15 Gen 1/ P17 Gen 1/ P15g Gen 1/ T15p Gen 1/ P15v Gen 1,0.1.25,2021-10-17
658,Lenovo,Client,lvfs/Lenovo/bdf7d4932301368f4033770d333766cbc0d70ca8b47a49df378db024c614f657-Lenovo-ThinkPad-P1Gen2X1Extreme2nd-SystemFirmware-1.41/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x201e,0x1084,0x13e2",ThinkPad P1 Gen 2/X1 Extreme 2nd,0.1.41,2021-10-18
659,Lenovo,Client,lvfs/Lenovo/d58d1a9244f49d45c646325904411b6b6bfd8c9512ef20d34af3ec66738d39bf-Lenovo-ThinkPad-P1Gen2X1Extreme2nd-SystemFirmware-1.41/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x201e,0x13e2,0x1084",ThinkPad P1 Gen 2/X1 Extreme 2nd,0.1.41,2021-10-18
660,Lenovo,Client,lvfs/Lenovo/358a464b8f47d3ddbdbe65a9a8056b70466645c36b9f675e85df60d23b9ebf07-Lenovo-ThinkPad-P1Gen2X1Extreme2nd-SystemFirmware-1.42/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x13e2,0x201e,0x1084",ThinkPad P1 Gen 2/X1 Extreme 2nd,0.1.42,2021-10-18
661,Lenovo,Client,lvfs/Lenovo/b2f0251c89376f3ea195911a92965ebc225073ef95ca50c52d5c737a6f30666e-Lenovo-ThinkPad-X1NanoGen1-SystemFirmware-0.1.47/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,True,"0x1519,0x2275,0x10e2",ThinkPad X1 Nano Gen 1,0.1.47,2021-10-19
662,Lenovo,Client,lvfs/Lenovo/d2ff9392ca1e9d5e73d4d8ea32d3d7628173d694486826b911f99384e05e0682-Lenovo-ThinkPad-P70-SystemFirmware-2.39/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0xae27,0xaab1",ThinkPad P70,0.2.39,2021-10-19
663,Lenovo,Client,lvfs/Lenovo/35efa4355c17e6f5089e3ba352e318a808a21851e97560d43eec79a498467f06-Lenovo-ThinkPad-L570-SystemFirmware-0.1.53/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x85c7,0x939c,0x88bc",ThinkPad L570,0.1.53,2021-10-19
664,Lenovo,Client,lvfs/Lenovo/4ca13dcea9e8899f035c02ccdffd54049ea790ac9b9a144ae477004ab5a9b45a-Lenovo-ThinkPad-P50-SystemFirmware-1.66/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0xaab1,0xae27",ThinkPad P50,0.1.66,2021-10-19
665,Lenovo,Client,lvfs/Lenovo/95f66dc6e4ecc3093036f6802c30345968383889a2c54e47344869380f1866bb-Lenovo-ThinkPad-X390Yoga-SystemFirmware-0.1.88/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x13e2,0x201e,0x1084",ThinkPad X390 Yoga,0.1.88,2021-10-20
666,Lenovo,Client,lvfs/Lenovo/0bb81b8e24125405f46b1e59c918e9d5336254dfa4961d74237f39892956ef26-Lenovo-ThinkPad-X390Yoga-SystemFirmware-0.1.88/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x1084,0x201e,0x13e2",ThinkPad X390 Yoga,0.1.88,2021-10-20
